2026-07-12 06:05:40 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'SXTUSDT', 'level': 0.00852, 'type': 'pump_base', 'strength': 5, 'dist_atr': 4.0}
2026-07-12 06:20:21 | INFO | trading.strategy2_signal_filter:check:948 | S2 signal passed all filters | {'symbol': 'SXTUSDT', 'level': 0.00852, 'level_type': 'pump_base', 'strength': 5, 'p_bounce': 0.944, 'sl': 0.00841071, 'tp1': 0.00859668, 'tp2': 0.00884607, 'rr': 0.7, 'phase': 'drop_tradeable', 'pos_struct_pct': 43.1, 'pos_local_pct': -17.0, 'struct_range': [0.007035, 0.010478], 'approach_speed_pct': -1.9914, 'red_candles_streak': 3, 'phase_streak_checks': 5, 'phase_streak_seconds': 37247.9, 'bleed_in_last_12': 0, 'seconds_since_bleed': None, 'phase_seq': 'ddddd', 'hours_since_pump_peak': 11.3, 'vol_decay': 0.41, 'natr_now_pct': 2.07}
2026-07-12 06:20:22 | INFO | trading.strategy2_live:_open_grid:784 | S2Live: SL order placed | {'trade_id': 'baac3bc4-0dcb-43b0-909d-0018e42c399a', 'symbol': 'SXTUSDT', 'sl_order_id': '0a64f620-7159-435b-999e-e5ce1fa345fb', 'trigger': 0.008411, 'qty': 23510.0}
2026-07-12 06:20:22 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: SXTUSDT 300 | {}
2026-07-12 06:20:22 | INFO | trading.strategy2_live:_open_grid:817 | S2Live grid opened | {'trade_id': 'baac3bc4-0dcb-43b0-909d-0018e42c399a', 'symbol': 'SXTUSDT', 'orders': 2}
2026-07-12 06:22:41 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'TUSDT', 'level': 0.004916, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.27}
2026-07-12 06:22:41 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'TUSDT', 'level': 0.0045505, 'strength': 5}
2026-07-12 06:28:41 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BUSDT', 'level': 0.1261, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.2}
2026-07-12 06:28:42 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BUSDT', 'level': 0.1251, 'strength': 4}
2026-07-12 06:28:56 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'BUSDT', 'level': 0.1251, 'distance_pct': 1.8823529411764808}
2026-07-12 06:28:56 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4, 'block_threshold': 4}
2026-07-12 06:28:56 | INFO | trading.strategy2_signal_filter:check:505 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4}
2026-07-12 06:29:11 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4, 'block_threshold': 4}
2026-07-12 06:29:26 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4, 'block_threshold': 4}
2026-07-12 06:29:42 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4, 'block_threshold': 4}
2026-07-12 06:29:57 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4, 'block_threshold': 4}
2026-07-12 06:30:26 | INFO | config:remove:75 | Token removed | {'symbol': 'CLOUSDT'}
2026-07-12 06:30:26 | INFO | __main__:_monitor_health_loop:1767 | Symbol removed by monitor health check | {'symbol': 'CLOUSDT', 'natr_5m': 0.73, 'trades_1m': 542}
2026-07-12 06:30:27 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4, 'block_threshold': 4}
2026-07-12 06:30:38 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: SXTUSDT 300 | {}
2026-07-12 06:30:39 | INFO | trading.strategy2_live:_reconcile_one:1289 | S2Live reconcile: no position, no fills — closed | {'trade_id': 'baac3bc4-0dcb-43b0-909d-0018e42c399a', 'symbol': 'SXTUSDT'}
2026-07-12 06:31:29 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4, 'block_threshold': 4}
2026-07-12 06:31:44 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4, 'block_threshold': 4}
2026-07-12 06:31:59 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4, 'block_threshold': 4}
2026-07-12 06:32:15 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.1251, 'approach_count': 4, 'block_threshold': 4}
2026-07-12 06:33:11 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BEATUSDT', 'level': 2.271, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.53}
2026-07-12 06:33:11 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'BEATUSDT', 'health': 40, 'broken': 0, 'correction': '58%'}
2026-07-12 06:34:03 | INFO | config:add:68 | Token added | {'symbol': 'VANRYUSDT'}
2026-07-12 06:34:03 | INFO | __main__:_auto_screener_loop:192 | Auto-added new symbol from screener | {'symbol': 'VANRYUSDT'}
2026-07-12 06:34:04 | INFO | analysis.claude_strength:calculate_strength_with_claude:174 | Claude input levels | {'symbol': 'VANRYUSDT', 'levels': [{'price': 0.005695, 'candle_count': 39, 'hourly_open_bonus': 3, 'round_number_bonus': 2, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 3319392666.0, 'type': 'pump_base'}, {'price': 0.00572976, 'candle_count': 59, 'hourly_open_bonus': 0, 'round_number_bonus': 1, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 4721814.0, 'type': 'body_level'}, {'price': 0.005789, 'candle_count': 27, 'hourly_open_bonus': 0, 'round_number_bonus': 2, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 1379647696.0, 'type': 'breakout_level'}, {'price': 0.00584025, 'candle_count': 59, 'hourly_open_bonus': 0, 'round_number_bonus': 1, 'poc_aligned': False, 'position': 'impulse', 'volume_at_level': 4830622.0, 'type': 'body_level'}, {'price': 0.00593181, 'candle_count': 15, 'hourly_open_bonus': 0, 'round_number_bonus': 1, 'poc_aligned': False, 'position': 'impulse', 'volume_at_level': 9785955.0, 'type': 'body_level'}, {'price': 0.0059965, 'candle_count': 18, 'hourly_open_bonus': 2, 'round_number_bonus': 2, 'poc_aligned': False, 'position': 'impulse', 'volume_at_level': 1607638196.0, 'type': 'pump_base'}, {'price': 0.006165, 'candle_count': 31, 'hourly_open_bonus': 3, 'round_number_bonus': 1, 'poc_aligned': False, 'position': 'impulse', 'volume_at_level': 5255786316.0, 'type': 'pump_base'}, {'price': 0.006253, 'candle_count': 4, 'hourly_open_bonus': 0, 'round_number_bonus': 0, 'poc_aligned': True, 'position': 'impulse', 'volume_at_level': 1021502181.0, 'type': 'consolidation_base'}, {'price': 0.006441, 'candle_count': 36, 'hourly_open_bonus': 3, 'round_number_bonus': 1, 'poc_aligned': False, 'position': 'mid_move', 'volume_at_level': 6551402335.0, 'type': 'pump_base'}]}
2026-07-12 06:34:07 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'VANRYUSDT', 'level': 0.005695, 'strength': 4, 'p_bounce_claude': 94, 'reason': 'Пампбаза origin, объём 30.5x, открытие 4h'}
2026-07-12 06:34:07 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'VANRYUSDT', 'level': 0.00572976, 'strength': 3, 'p_bounce_claude': 89, 'reason': 'Body-level, 59 свечей в зоне, низкий объём'}
2026-07-12 06:34:07 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'VANRYUSDT', 'level': 0.005789, 'strength': 4, 'p_bounce_claude': 92, 'reason': 'Breakout-level, объём 12.7x, выраженный тест'}
2026-07-12 06:34:07 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'VANRYUSDT', 'level': 0.00584025, 'strength': 3, 'p_bounce_claude': 87, 'reason': 'Body-level impulse, множество тестов, низкий объём'}
2026-07-12 06:34:07 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'VANRYUSDT', 'level': 0.00593181, 'strength': 3, 'p_bounce_claude': 81, 'reason': 'Body-level impulse, объём 0.1x, слабое подтверждение'}
2026-07-12 06:34:07 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'VANRYUSDT', 'level': 0.0059965, 'strength': 4, 'p_bounce_claude': 93, 'reason': 'Пампбаза impulse, объём 14.8x, открытие 1h'}
2026-07-12 06:34:07 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'VANRYUSDT', 'level': 0.006165, 'strength': 5, 'p_bounce_claude': 95, 'reason': 'Пампбаза impulse, объём 48.2x, открытие 4h'}
2026-07-12 06:34:07 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'VANRYUSDT', 'level': 0.006253, 'strength': 5, 'p_bounce_claude': 97, 'reason': 'POC максимальный объём, consolidation_base'}
2026-07-12 06:34:07 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': 'VANRYUSDT', 'level': 0.006441, 'strength': 5, 'p_bounce_claude': 96, 'reason': 'Пампбаза mid_move, объём 60.1x, открытие 4h'}
2026-07-12 06:34:08 | INFO | __main__:_auto_screener_loop:298 | Auto monitoring started | {'symbol': 'VANRYUSDT', 'level': 0.006441}
2026-07-12 06:34:08 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 1}
2026-07-12 06:34:48 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'VANRYUSDT'}
2026-07-12 06:35:39 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 300.6}
2026-07-12 06:35:44 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 305.7}
2026-07-12 06:35:49 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 310.8}
2026-07-12 06:35:49 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 310.8}
2026-07-12 06:35:54 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 315.9}
2026-07-12 06:35:59 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 321.0}
2026-07-12 06:36:04 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 326.1}
2026-07-12 06:36:04 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 326.1}
2026-07-12 06:36:09 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 331.2}
2026-07-12 06:36:14 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'BEATUSDT'}
2026-07-12 06:36:15 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 336.7}
2026-07-12 06:36:15 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BEATUSDT', 'level': 2.2275, 'strength': 5}
2026-07-12 06:36:19 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 341.4}
2026-07-12 06:36:20 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 341.7}
2026-07-12 06:36:24 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 346.5}
2026-07-12 06:36:30 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 351.6}
2026-07-12 06:36:35 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 356.7}
2026-07-12 06:36:35 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 356.7}
2026-07-12 06:36:40 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 361.8}
2026-07-12 06:36:45 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 366.9}
2026-07-12 06:36:50 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 372.0}
2026-07-12 06:36:50 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 372.0}
2026-07-12 06:36:55 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 377.1}
2026-07-12 06:37:30 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'TUSDT', 'level': 0.0045505, 'current': 0.005143, 'distance_pct': 11.5}
2026-07-12 06:37:30 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'TUSDT', 'level': 0.0045505}
2026-07-12 06:37:30 | INFO | __main__:_run_phase1:535 | No strong levels found | {'symbol': 'TUSDT', 'total_levels': 1}
2026-07-12 06:37:36 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 418.0}
2026-07-12 06:37:36 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 418.0}
2026-07-12 06:37:41 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 423.1}
2026-07-12 06:37:46 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 428.2}
2026-07-12 06:37:51 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 433.3}
2026-07-12 06:37:51 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 433.3}
2026-07-12 06:38:17 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 458.8}
2026-07-12 06:38:17 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 458.8}
2026-07-12 06:38:22 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 463.9}
2026-07-12 06:38:32 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 474.1}
2026-07-12 06:38:47 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 489.4}
2026-07-12 06:38:52 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 494.5}
2026-07-12 06:38:58 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 499.6}
2026-07-12 06:39:13 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 514.9}
2026-07-12 06:39:13 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 514.9}
2026-07-12 06:39:18 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 520.0}
2026-07-12 06:39:23 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 525.1}
2026-07-12 06:39:28 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 530.2}
2026-07-12 06:39:28 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 530.2}
2026-07-12 06:39:33 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 535.3}
2026-07-12 06:39:38 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 540.4}
2026-07-12 06:39:43 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 545.5}
2026-07-12 06:39:44 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 545.5}
2026-07-12 06:39:49 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 550.6}
2026-07-12 06:39:54 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 555.7}
2026-07-12 06:39:59 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 560.8}
2026-07-12 06:39:59 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 560.8}
2026-07-12 06:40:04 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 565.9}
2026-07-12 06:40:09 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 571.0}
2026-07-12 06:40:14 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 576.1}
2026-07-12 06:40:14 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 576.1}
2026-07-12 06:40:19 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 581.2}
2026-07-12 06:40:24 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 586.3}
2026-07-12 06:40:29 | INFO | trading.strategy2_signal_filter:check:624 | S2 skip: level re-entry block | {'symbol': 'SXTUSDT', 'level': 0.00852, 'seconds_since_activity': 591.4}
2026-07-12 06:43:23 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BEATUSDT', 'level': 2.2275, 'approach_count': 23, 'block_threshold': 4}
